Record_ID,Order_ID,Production_Date,Plant_Location,Machine_ID,Machine_Type,Machine_Age_Years,Shift,Operator_ID,Supervisor_Name,Product_Line,Raw_Material,Supplier_Name,Batch_Size,Planned_Quantity,Actual_Quantity_Produced,Defect_Count,Quality_Grade,Inspection_Passed,Downtime_Minutes,Cycle_Time_Sec,Temperature_C,Humidity_Pct,Vibration_mm_s,Energy_Consumption_kWh,Unit_Cost_USD,Scrap_Cost_USD,Labor_Hours,OEE_Percent,Last_Maintenance_Days_Ago,Maintenance_Status,Remarks,Yield_Percent,Defect_Rate_Percent
1629,ORD-56549,2026-09-02,Plant B,MC-032,Laser Cutter,3.8,Morning,OP0046,L. D'Souza,Industrial Fastener,Steel,Global Alloys,200,666,710,20,B,Yes,0.6,39.39,82.2,36.1,2.36,88.23,34.86,485.08,6.25,59.3,38,Overdue,No Remarks,106.61,2.82
1630,ORD-71172,2025-12-22,Plant B,MC-033,Conveyor Unit,10.2,Night,OP0046,N. Fernandes,Packaging Unit,Copper,Unknown,150,586,525,12,A,No,64.1,48.06,73.8,31.0,2.04,116.1,39.86,378.06,7.22,79.1,19,Overdue,No Remarks,89.59,2.29
1631,ORD-78378,2025-10-10,Unknown,MC-030,3D Printer,10.1,Night,OP0112,A. Iyer,Consumer Plastics,Aluminum,SteelCorp Ltd,250,690,699,11,A,Yes,50.1,61.45,62.0,56.1,1.67,172.54,10.12,92.36,7.91,79.2,46,Scheduled,Routine check,101.3,1.57
1632,ORD-74495,2026-01-31,Plant D,MC-030,CNC Lathe,10.0,Evening,OP0111,K. Verma,Consumer Plastics,Aluminum,MetalWorks Pvt Ltd,50,508,485,10,A+,Not Recorded,17.6,36.45,33.3,57.9,0.09,140.62,37.63,270.93,8.05,82.2,22,OK,unknown issue,95.47,2.06
1633,ORD-52865,2026-05-15,Plant A,MC-021,Stamping Press,10.6,Night,OP0110,P. Rao,Aerospace Component,ABS Plastic,Global Alloys,150,478,428,7,B,Yes,39.1,47.99,68.9,35.3,0.86,153.8,38.81,269.33,9.6,45.1,55,Not Scheduled,Routine check,89.54,1.64
1634,ORD-88849,2026-01-22,Plant E,MC-006,Injection Molder,15.0,Night,OP0041,Unknown,Industrial Fastener,Polycarbonate,Global Alloys,50,283,286,6,A,Not Recorded,4.9,27.25,63.0,58.5,2.08,106.91,6.81,27.0,7.84,50.0,38,Due,Routine check,101.06,2.1
1635,ORD-21855,2026-06-10,Plant B,MC-003,Assembly Line,14.6,Morning,OP0106,S. Kumar,Medical Device Part,Cast Iron,Precision Components Co,300,425,416,8,A,Yes,20.7,31.92,82.5,55.7,3.87,101.51,41.96,261.17,6.43,79.8,53,Due,No Remarks,97.88,1.92
1636,ORD-91405,2025-11-17,Plant E,MC-013,Stamping Press,11.7,Morning,OP0021,S. Kumar,Electronics Housing,ABS Plastic,Global Alloys,300,610,587,9,A,Not Recorded,21.5,47.26,73.2,52.8,1.95,79.51,4.63,22.99,5.84,75.3,59,Not Scheduled,Routine check,96.23,1.53
1637,ORD-36089,2026-03-11,Plant A,MC-016,3D Printer,11.0,Evening,OP0055,R. Sharma,Home Appliance Component,Steel,Unknown,300,533,462,14,B,Yes,27.9,29.01,59.0,69.4,2.85,119.41,43.96,553.83,7.57,82.1,24,Not Scheduled,No Remarks,86.68,3.03
1638,ORD-97516,2025-11-14,Plant A,MC-026,Conveyor Unit,9.6,Morning,OP0051,P. Rao,Metal Bracket,ABS Plastic,Unknown,150,422,421,7,B,Yes,28.7,58.89,76.7,50.9,0.63,205.7,28.7,112.37,7.14,53.6,7,OK,Late shift start,99.76,1.66
1639,ORD-55759,2026-08-22,Plant B,MC-024,Assembly Line,8.5,Morning,Unknown,S. Kumar,Consumer Plastics,Aluminum,SteelCorp Ltd,300,633,602,7,A+,No,58.5,35.37,58.4,49.9,0.23,124.11,24.42,104.62,8.29,75.8,21,Not Scheduled,Late shift start,95.1,1.16
1640,ORD-14891,2025-10-15,Plant E,MC-009,CNC Mill,7.7,Morning,OP0070,Unknown,Aerospace Component,Aluminum,Precision Components Co,200,420,368,3,A,Yes,7.5,31.94,63.1,37.8,0.56,119.04,37.46,65.34,6.58,88.0,11,Overdue,No Remarks,87.62,0.82
1641,ORD-60056,2026-05-24,Plant E,MC-004,Laser Cutter,5.9,Morning,OP0048,K. Verma,Consumer Plastics,Steel,MetalWorks Pvt Ltd,200,617,651,7,A,Yes,56.2,44.1,62.5,35.7,0.55,219.18,32.69,181.66,10.38,48.9,40,Due,unknown issue,105.51,1.08
1642,ORD-23291,2026-08-27,Plant A,MC-013,CNC Lathe,7.5,Night,OP0024,M. Naidu,Metal Bracket,Polycarbonate,Poly Materials Inc,300,411,336,4,B,Not Recorded,0.3,51.07,69.1,40.6,2.94,139.67,32.24,97.84,6.77,54.3,46,Not Scheduled,No Remarks,81.75,1.19
1643,ORD-14678,2026-09-05,Plant A,MC-008,CNC Mill,14.5,Morning,OP0042,S. Kumar,Electronics Housing,Aluminum,Global Alloys,200,461,378,6,B,No,23.8,46.67,65.1,34.5,2.16,60.84,30.16,176.45,8.27,67.6,53,Due,Material shortage,82.0,1.59
1644,ORD-38814,2026-03-17,Plant A,MC-013,3D Printer,6.4,Evening,OP0077,P. Rao,Consumer Plastics,Unknown,Precision Components Co,150,531,408,12,A+,Not Recorded,45.3,41.32,51.4,41.2,2.78,134.14,25.0,213.25,8.26,42.6,18,OK,No Remarks,76.84,2.94
1645,ORD-88087,2025-11-19,Plant B,MC-020,Assembly Line,1.3,Morning,OP0021,K. Verma,Packaging Unit,Steel,Global Alloys,50,565,522,13,A,Not Recorded,57.8,39.79,51.3,47.9,1.71,167.45,39.49,265.17,10.23,85.3,4,Scheduled,customer complaint logged,92.39,2.49
1646,ORD-76466,2026-03-06,Plant D,MC-013,CNC Mill,10.8,Morning,OP0076,S. Kumar,Medical Device Part,Aluminum,Precision Components Co,300,372,369,5,A,Yes,18.9,32.97,58.9,40.7,1.58,84.81,39.44,152.71,8.25,50.8,28,Not Scheduled,unknown issue,99.19,1.36
1647,ORD-35400,2026-05-07,Plant C,MC-028,Press Brake,9.1,Evening,OP0029,P. Rao,Industrial Fastener,Unknown,Global Alloys,250,391,340,6,A,No,13.0,48.25,66.8,46.9,4.25,118.49,21.38,90.16,7.44,80.6,50,Not Scheduled,Late shift start,86.96,1.76
1648,ORD-71814,2026-07-26,Plant C,MC-002,Conveyor Unit,8.9,Unknown,OP0075,L. D'Souza,Industrial Fastener,Unknown,Poly Materials Inc,200,515,461,13,A+,Yes,7.6,59.97,61.9,48.3,1.01,195.08,39.17,361.23,6.9,52.6,43,Overdue,No Remarks,89.51,2.82
1649,ord9328,2026-04-27,Plant E,MC-030,3D Printer,1.8,Evening,OP0083,P. Rao,Consumer Plastics,Steel,Precision Components Co,150,728,658,12,C,Yes,16.5,46.09,58.9,69.5,2.88,153.8,6.2,55.44,7.84,86.0,77,Not Scheduled,customer complaint logged,90.38,1.82
1650,ORD-40356,2025-12-29,Plant D,MC-001,Conveyor Unit,11.6,Evening,OP0057,R. Sharma,Home Appliance Component,Aluminum,Poly Materials Inc,250,563,510,10,A+,Not Recorded,26.5,48.02,67.6,39.9,0.05,153.74,43.19,257.89,6.88,66.6,8,OK,unknown issue,90.59,1.96
1651,ORD-57925,2026-04-01,Plant B,MC-007,Conveyor Unit,9.7,Evening,OP0011,Unknown,Packaging Unit,Cast Iron,Precision Components Co,50,392,383,5,B,Not Recorded,8.0,56.26,54.3,50.1,2.01,163.5,33.61,97.72,8.22,48.6,34,Not Scheduled,No Remarks,97.7,1.31
1652,ord2232,2025-11-29,Plant B,MC-010,Welding Robot,14.9,Morning,OP0082,P. Rao,Metal Bracket,Polycarbonate,Unknown,300,473,466,10,A,Yes,32.8,46.11,73.7,66.2,2.4,91.69,39.79,231.1,6.29,83.0,31,Due,No Remarks,98.52,2.15
1653,ORD-93071,2026-03-01,Plant A,MC-003,Assembly Line,3.3,Morning,OP0096,Unknown,Medical Device Part,Copper,Precision Components Co,300,621,565,13,B,No,21.3,34.0,65.0,35.5,2.66,91.79,11.18,73.61,7.65,69.5,51,OK,Power fluctuation,90.98,2.3
1654,ORD-55167,2026-08-30,Plant B,MC-035,CNC Mill,0.9,Evening,OP0108,N. Fernandes,Aerospace Component,Steel,Unknown,100,515,456,10,B,Not Recorded,38.2,36.51,76.6,65.1,1.35,97.72,37.91,275.11,6.17,61.3,11,Due,customer complaint logged,88.54,2.19
1655,ORD-29805,2026-03-24,Plant A,MC-018,Laser Cutter,2.5,Morning,OP0005,P. Rao,Automotive Parts,Steel,Global Alloys,200,485,463,11,B,No,38.0,44.93,74.0,47.8,1.63,77.91,42.63,444.14,7.61,63.9,108,Scheduled,No Remarks,95.46,2.38
1656,ORD-18340,2026-01-23,Plant B,MC-030,3D Printer,0.6,Morning,OP0049,A. Iyer,Electronics Housing,Copper,Global Alloys,300,379,343,10,A+,Not Recorded,59.7,32.41,64.1,25.8,3.45,128.86,30.8,199.91,5.92,49.9,25,OK,No Remarks,90.5,2.92
1657,ORD-28656,2026-01-23,Plant A,MC-023,CNC Mill,13.2,Night,OP0082,R. Sharma,Packaging Unit,Polycarbonate,Precision Components Co,100,266,297,5,A+,Yes,37.4,49.01,57.3,41.1,2.96,137.86,3.16,9.1,8.45,46.2,55,Not Scheduled,No Remarks,111.65,1.68
1658,ORD-26492,2026-01-29,Plant A,MC-001,Injection Molder,4.1,Night,OP0002,R. Sharma,Packaging Unit,ABS Plastic,Unknown,200,281,278,2,Reject,Yes,52.7,36.69,79.8,30.9,3.85,103.4,31.74,33.65,9.61,47.0,71,Due,No Remarks,98.93,0.72
1659,ORD-62311,2026-01-01,Plant C,MC-009,3D Printer,12.7,Morning,OP0005,P. Rao,Automotive Parts,Steel,Unknown,150,482,445,5,B,No,41.7,54.02,67.5,27.3,2.38,107.61,31.84,85.79,9.8,40.0,13,Due,No Remarks,92.32,1.12
1660,ORD-80668,2026-03-17,Plant B,MC-039,CNC Mill,12.6,Unknown,OP0082,P. Rao,Electronics Housing,Aluminum,Precision Components Co,200,251,235,2,A,Yes,20.5,60.57,52.1,40.1,0.96,67.11,19.22,21.46,8.72,89.1,28,Overdue,Late shift start,93.63,0.85
1661,ord3698,2026-02-07,Plant C,MC-023,Laser Cutter,12.5,Night,OP0044,Unknown,Home Appliance Component,Steel,Poly Materials Inc,300,721,701,25,C,Yes,41.6,41.12,68.1,55.9,4.2,145.52,22.95,571.03,7.66,66.1,34,Overdue,OK,97.23,3.57
1662,ORD-56636,2026-03-03,Plant D,MC-037,3D Printer,4.1,Night,OP0018,A. Iyer,Packaging Unit,Steel,Global Alloys,250,561,497,9,B,No,10.0,48.62,74.9,59.7,1.97,112.87,13.11,78.25,7.67,55.8,38,Not Scheduled,Power fluctuation,88.59,1.81
1663,ORD-48914,2025-12-18,Plant B,MC-029,CNC Lathe,14.9,Evening,OP0072,S. Kumar,Aerospace Component,ABS Plastic,Global Alloys,150,510,469,5,C,Not Recorded,41.9,22.31,56.1,43.0,0.72,82.6,37.46,119.74,7.06,64.4,3,Overdue,customer complaint logged,91.96,1.07
1664,ORD-11457,2026-02-06,Plant C,MC-008,3D Printer,14.0,Evening,OP0020,A. Iyer,Medical Device Part,Steel,Unknown,150,365,330,4,A+,Yes,30.4,59.67,64.5,43.4,1.89,126.33,34.02,81.21,7.58,90.9,22,Overdue,Line stopped briefly,90.41,1.21
1665,ORD-21671,2026-08-11,Plant B,MC-022,Stamping Press,12.5,Night,OP0075,Unknown,Metal Bracket,Aluminum,Unknown,250,517,516,5,C,Yes,20.9,41.94,68.8,58.5,1.99,118.94,19.99,71.25,7.8,60.0,85,Scheduled,Power fluctuation,99.81,0.97
1666,ORD-63276,2025-12-09,Plant D,MC-020,Stamping Press,5.6,Morning,OP0052,M. Naidu,Home Appliance Component,Cast Iron,Global Alloys,100,472,398,4,B,No,29.3,57.11,59.4,42.2,2.88,171.13,35.59,125.74,6.22,58.1,38,Overdue,OK,84.32,1.01
1667,ORD-85255,2026-03-24,Plant E,MC-026,Conveyor Unit,14.3,Morning,OP0003,M. Naidu,Consumer Plastics,Unknown,Global Alloys,200,456,390,7,B,Yes,35.3,30.56,65.9,42.5,1.78,106.6,14.99,99.48,9.27,79.3,23,Not Scheduled,Routine check,85.53,1.79
1668,ORD-18130,2026-03-26,Plant C,MC-012,Stamping Press,8.2,Morning,OP0072,L. D'Souza,Electronics Housing,Unknown,Precision Components Co,300,414,343,5,B,Yes,19.4,38.22,77.2,70.1,0.04,54.2,9.8,42.88,9.58,69.0,57,Not Scheduled,Late shift start,82.85,1.46
1669,ORD-63686,2025-12-21,Plant A,MC-025,3D Printer,14.7,Evening,OP0011,M. Naidu,Consumer Plastics,Polycarbonate,Global Alloys,150,656,613,6,B,Not Recorded,27.2,57.75,75.1,39.2,0.82,20.67,8.47,48.07,8.72,58.9,26,Not Scheduled,unknown issue,93.45,0.98
1670,ORD-74032,2026-04-12,Plant B,MC-028,Laser Cutter,8.2,Unknown,OP0099,P. Rao,Automotive Parts,Cast Iron,Global Alloys,150,296,250,8,A,Not Recorded,11.7,38.07,74.3,40.8,0.6,116.42,16.75,110.56,6.55,42.4,18,Due,customer complaint logged,84.46,3.2
1671,ORD-75028,2025-11-09,Plant C,MC-022,Assembly Line,12.0,Morning,OP0049,Unknown,Electronics Housing,Steel,MetalWorks Pvt Ltd,50,537,508,12,Not Graded,Yes,482.7,18.29,77.0,40.3,0.69,123.6,24.37,209.77,10.76,45.1,36,Not Scheduled,OK,94.6,2.36
1672,ORD-71031,2026-06-27,Plant A,MC-018,Injection Molder,4.3,Morning,OP0097,K. Verma,Medical Device Part,Cast Iron,SteelCorp Ltd,50,648,525,7,B,Not Recorded,6.6,55.47,71.4,36.5,2.89,114.46,6.12,22.58,7.01,92.0,13,Scheduled,OK,81.02,1.33
1673,ORD-49104,2026-08-21,Plant D,MC-018,Press Brake,3.7,Evening,OP0097,R. Sharma,Medical Device Part,Aluminum,SteelCorp Ltd,50,588,559,12,B,Yes,398.5,40.25,85.7,40.8,0.72,86.56,43.77,292.67,7.58,73.3,8,Overdue,Material shortage,95.07,2.15
1674,ORD-15833,2026-05-16,Plant E,MC-021,CNC Mill,0.9,Evening,OP0095,R. Sharma,Industrial Fastener,Steel,Global Alloys,150,472,483,9,C,Yes,5.5,51.45,65.7,40.4,1.49,38.6,21.56,177.07,6.27,76.3,0,Scheduled,Line stopped briefly,102.33,1.86
1675,ORD-92860,2026-01-29,Plant A,MC-023,3D Printer,1.4,Morning,OP0117,M. Naidu,Metal Bracket,Steel,Precision Components Co,150,306,344,5,Reject,Yes,19.6,58.45,69.7,47.5,2.6,58.58,19.23,64.32,9.17,57.6,25,Not Scheduled,unknown issue,112.42,1.45
1676,ORD-32532,2026-03-17,Plant B,MC-037,Laser Cutter,7.1,Morning,OP0003,K. Verma,Metal Bracket,Steel,Global Alloys,150,521,497,10,Reject,Yes,23.7,42.58,73.3,47.8,3.02,116.93,44.74,336.74,7.42,59.4,18,Not Scheduled,OK,95.39,2.01
1677,ORD-84596,2025-11-22,Plant A,MC-037,Press Brake,2.4,Morning,OP0039,K. Verma,Home Appliance Component,Polycarbonate,Precision Components Co,50,416,396,11,A+,No,34.9,26.53,79.1,37.4,0.52,144.33,9.68,65.52,11.18,58.9,9,Not Scheduled,Late shift start,95.19,2.78
1678,ORD-93574,2025-11-30,Plant C,MC-022,CNC Mill,1.7,Night,OP0083,M. Naidu,Industrial Fastener,Copper,SteelCorp Ltd,50,534,499,9,A,Not Recorded,1.7,42.87,62.1,36.5,0.15,111.92,43.86,248.34,7.64,84.0,23,Overdue,OK,93.45,1.8
1679,ORD-85053,2026-01-09,Plant B,MC-024,CNC Lathe,1.3,Morning,OP0090,Unknown,Home Appliance Component,Polycarbonate,SteelCorp Ltd,300,576,513,14,B,Yes,32.9,40.28,53.7,42.5,2.91,183.19,10.39,95.39,6.34,85.9,20,Due,Line stopped briefly,89.06,2.73
1680,ORD-62180,2026-02-17,Plant A,MC-028,3D Printer,2.5,Evening,OP0070,R. Sharma,Packaging Unit,Cast Iron,Poly Materials Inc,200,441,422,5,A+,Yes,41.6,47.7,74.8,50.3,1.69,84.94,43.62,130.48,6.83,79.3,37,Due,Power fluctuation,95.69,1.18
1681,ORD-22207,2026-08-04,Plant C,MC-001,Welding Robot,1.9,Morning,OP0111,Unknown,Automotive Parts,ABS Plastic,Precision Components Co,200,417,352,4,B,Yes,29.4,54.19,64.5,34.0,2.01,199.26,9.13,27.99,7.92,50.0,30,Due,Line stopped briefly,84.41,1.14
1682,ORD-63655,2025-10-06,Plant A,MC-026,Conveyor Unit,6.9,Morning,OP0023,A. Iyer,Metal Bracket,Polycarbonate,Global Alloys,50,642,679,7,C,Yes,39.9,35.83,56.9,40.8,5.32,78.81,30.61,167.19,8.65,46.5,24,Not Scheduled,customer complaint logged,105.76,1.03
1683,ORD-36437,2026-02-10,Plant C,MC-021,Stamping Press,7.6,Night,OP0092,Unknown,Metal Bracket,Copper,Poly Materials Inc,150,462,467,7,C,Not Recorded,68.0,56.73,46.5,38.2,0.26,86.73,8.45,39.88,3.78,69.8,61,OK,Routine check,101.08,1.5
1684,ORD-21715,2026-06-03,Plant A,MC-038,Injection Molder,10.7,Morning,OP0031,R. Sharma,Industrial Fastener,Copper,SteelCorp Ltd,250,295,272,7,B,Yes,7.4,41.24,73.6,68.8,2.26,112.41,6.1,31.82,6.99,92.4,32,Scheduled,Routine check,92.2,2.57
1685,ORD-39295,2025-12-06,Plant C,MC-019,CNC Lathe,12.1,Unknown,OP0048,N. Fernandes,Industrial Fastener,ABS Plastic,Global Alloys,200,553,578,17,B,Not Recorded,16.2,48.6,75.3,52.0,2.24,98.52,31.97,514.82,8.15,43.5,12,OK,No Remarks,104.52,2.94
1686,ORD-13010,2026-08-18,Plant A,MC-006,CNC Mill,8.8,Night,OP0088,M. Naidu,Home Appliance Component,Cast Iron,Global Alloys,250,433,426,10,Not Graded,Not Recorded,9.7,59.15,73.4,20.7,2.36,108.83,10.33,61.04,7.25,43.3,17,Overdue,OK,98.38,2.35
1687,ord6040,2026-09-10,Plant B,MC-016,3D Printer,9.1,Evening,OP0013,P. Rao,Electronics Housing,Polycarbonate,Global Alloys,200,196,165,3,C,Not Recorded,21.4,29.39,81.0,60.3,0.46,131.64,26.05,66.16,7.12,78.0,33,Due,No Remarks,84.18,1.82
1688,ORD-78439,2026-06-09,Unknown,MC-006,Injection Molder,12.4,Evening,OP0025,P. Rao,Home Appliance Component,ABS Plastic,Global Alloys,250,541,547,8,C,Yes,56.4,46.05,86.7,35.2,4.95,86.98,35.97,262.85,6.62,65.9,44,OK,Power fluctuation,101.11,1.46
1689,ORD-15460,2025-10-23,Plant D,MC-033,CNC Lathe,5.4,Morning,OP0104,M. Naidu,Medical Device Part,Polycarbonate,SteelCorp Ltd,300,590,670,13,A,Not Recorded,25.3,37.61,75.6,34.6,2.3,101.73,18.0,172.82,8.57,70.5,42,Overdue,OK,113.56,1.94
1690,ORD-60339,2026-05-14,Plant B,MC-027,CNC Lathe,5.2,Morning,OP0051,M. Naidu,Home Appliance Component,Steel,Poly Materials Inc,150,485,390,9,Not Graded,Yes,1.3,34.61,75.5,42.2,2.72,137.74,40.95,200.71,11.13,43.3,32,Not Scheduled,Line stopped briefly,80.41,2.31
1691,ORD-12805,2025-11-11,Plant C,MC-040,CNC Mill,6.5,Morning,OP0067,P. Rao,Consumer Plastics,Polycarbonate,Unknown,150,603,574,13,B,Not Recorded,22.5,36.34,86.5,37.6,3.18,57.99,19.32,175.54,8.28,61.7,1,OK,Power fluctuation,95.19,2.26
1692,ORD-21170,2026-06-05,Plant E,MC-005,Press Brake,7.0,Evening,OP0059,M. Naidu,Aerospace Component,Steel,Global Alloys,100,533,483,9,A,Yes,570.3,66.79,74.3,23.7,3.0,129.93,21.68,130.61,6.87,95.6,46,OK,No Remarks,90.62,1.86
1693,ORD-60425,2026-07-12,Plant A,MC-024,3D Printer,11.3,Unknown,OP0010,R. Sharma,Home Appliance Component,Cast Iron,Poly Materials Inc,150,464,414,14,A+,Yes,6.0,36.26,71.4,48.7,3.65,75.97,8.1,80.84,7.36,80.9,50,Overdue,No Remarks,89.22,3.38
1694,ORD-83418,2026-08-23,Plant C,MC-023,Injection Molder,14.5,Morning,Unknown,A. Iyer,Packaging Unit,Aluminum,SteelCorp Ltd,50,545,495,7,Reject,Yes,16.9,28.13,71.7,62.9,4.14,103.23,41.3,190.57,7.4,78.8,16,Not Scheduled,Routine check,90.83,1.41
1695,ORD-80675,2026-09-04,Plant B,MC-019,Press Brake,9.8,Night,OP0117,L. D'Souza,Packaging Unit,ABS Plastic,Precision Components Co,300,709,612,13,B,No,13.9,51.86,48.2,58.0,2.3,52.75,19.17,171.29,10.72,41.9,25,Scheduled,No Remarks,86.32,2.12
1696,ORD-23238,2025-12-19,Plant A,MC-022,CNC Mill,2.0,Morning,OP0104,R. Sharma,Metal Bracket,Unknown,Unknown,200,597,482,8,B,No,13.8,49.51,62.6,41.5,1.32,184.83,41.15,176.05,7.99,55.0,16,Not Scheduled,Line stopped briefly,80.74,1.66
1697,ORD-88488,2026-07-06,Plant E,MC-013,Conveyor Unit,4.8,Evening,OP0079,P. Rao,Industrial Fastener,Aluminum,Precision Components Co,200,569,483,5,B,Not Recorded,3.0,32.51,78.6,35.4,2.83,143.39,7.79,34.87,8.68,42.6,18,Overdue,Line stopped briefly,84.89,1.04
1698,ORD-37450,2026-06-17,Plant E,MC-022,Conveyor Unit,4.5,Morning,OP0038,M. Naidu,Aerospace Component,Steel,Precision Components Co,250,579,565,10,Not Graded,No,38.9,44.54,62.5,52.1,2.63,132.49,26.97,216.54,6.23,77.4,33,Overdue,Power fluctuation,97.58,1.77
1699,ord2911,2026-06-15,Plant A,MC-030,Injection Molder,6.4,Morning,OP0113,P. Rao,Automotive Parts,Cast Iron,Global Alloys,50,506,458,7,Not Graded,No,23.9,60.14,62.0,36.2,3.52,134.89,30.94,136.37,7.41,66.0,45,Due,No Remarks,90.51,1.53
1700,ORD-25874,2025-11-20,Plant A,MC-011,Conveyor Unit,0.9,Morning,OP0060,Unknown,Consumer Plastics,Aluminum,Poly Materials Inc,150,290,290,7,Reject,Not Recorded,29.5,33.82,66.4,40.7,0.5,158.28,5.18,25.31,9.35,44.3,17,OK,No Remarks,100.0,2.41
1701,ORD-44079,2026-08-18,Plant C,MC-035,Injection Molder,11.4,Night,OP0009,R. Sharma,Automotive Parts,Unknown,MetalWorks Pvt Ltd,100,492,435,6,Reject,Yes,55.0,54.63,75.8,28.0,0.6,20.63,41.8,194.18,6.27,43.3,5,Not Scheduled,Late shift start,88.41,1.38
1702,ORD-39334,2025-11-12,Plant E,MC-008,Stamping Press,13.4,Morning,OP0059,A. Iyer,Packaging Unit,Aluminum,MetalWorks Pvt Ltd,150,367,363,10,B,Yes,12.2,27.63,85.4,33.7,0.33,112.55,6.92,59.4,8.81,85.5,29,Due,No Remarks,98.91,2.75
1703,ORD-57463,2025-10-29,Plant B,MC-004,Welding Robot,11.5,Night,OP0094,L. D'Souza,Medical Device Part,Cast Iron,Precision Components Co,50,428,399,8,C,No,2.1,40.7,75.2,57.9,1.49,123.9,27.46,211.46,8.15,57.6,38,Due,Line stopped briefly,93.22,2.01
1704,ORD-36813,2026-01-11,Plant D,MC-035,Injection Molder,6.2,Morning,OP0017,R. Sharma,Packaging Unit,Unknown,Global Alloys,250,663,588,17,B,No,11.7,38.2,69.1,42.5,0.71,36.69,18.19,223.93,7.54,71.8,75,OK,Power fluctuation,88.69,2.89
1705,ORD-28338,2026-03-14,Plant B,MC-015,Conveyor Unit,13.5,Morning,OP0081,Unknown,Metal Bracket,ABS Plastic,SteelCorp Ltd,150,296,255,1,A+,Not Recorded,19.8,44.92,63.5,47.4,3.45,133.79,10.5,6.47,7.89,43.9,14,OK,OK,86.15,0.39
1706,ORD-79370,2026-05-02,Plant B,MC-036,Assembly Line,9.1,Morning,OP0046,M. Naidu,Electronics Housing,Steel,SteelCorp Ltd,200,743,627,7,Reject,Yes,25.0,20.23,58.7,60.3,2.11,93.91,25.49,128.37,6.28,57.0,15,Not Scheduled,No Remarks,84.39,1.12
1707,ORD-23422,2026-08-20,Plant D,MC-021,Laser Cutter,8.5,Morning,OP0068,L. D'Souza,Home Appliance Component,Unknown,MetalWorks Pvt Ltd,150,469,399,7,B,Not Recorded,14.2,63.96,63.1,28.2,3.15,116.64,20.2,75.22,7.2,96.0,27,Due,unknown issue,85.07,1.75
1708,ORD-36330,2026-09-11,Plant D,MC-020,Conveyor Unit,1.7,Night,OP0047,Unknown,Industrial Fastener,Steel,Global Alloys,250,567,526,12,A,Yes,37.3,29.68,58.1,29.2,2.34,152.31,26.14,162.11,7.67,50.0,17,Not Scheduled,customer complaint logged,92.77,2.28
1709,ORD-58094,2026-02-05,Plant A,MC-009,Laser Cutter,6.7,Morning,OP0114,N. Fernandes,Metal Bracket,ABS Plastic,Global Alloys,175,628,519,11,A+,Not Recorded,58.8,44.62,70.3,37.4,2.66,94.9,24.04,239.77,7.59,47.3,4,Not Scheduled,Power fluctuation,82.64,2.12
1710,ORD-27416,2026-01-24,Plant A,MC-018,Assembly Line,0.4,Morning,OP0083,P. Rao,Home Appliance Component,Polycarbonate,Global Alloys,50,530,507,14,B,Yes,35.1,29.17,67.0,44.8,4.9,108.46,9.22,84.39,9.81,65.0,67,OK,Late shift start,95.66,2.76
1711,ORD-95175,2025-10-06,Plant B,MC-027,Injection Molder,3.3,Morning,OP0004,Unknown,Medical Device Part,Aluminum,Global Alloys,150,594,499,11,A+,Yes,2.2,38.63,79.3,31.2,3.09,119.96,12.53,87.45,6.29,97.6,5,Scheduled,Late shift start,84.01,2.2
1712,ORD-68079,2026-03-08,Plant C,MC-012,Injection Molder,12.1,Evening,OP0004,A. Iyer,Home Appliance Component,Aluminum,MetalWorks Pvt Ltd,300,313,281,6,A+,No,13.1,52.45,69.6,29.0,2.59,141.37,38.59,121.86,9.59,54.5,62,Not Scheduled,unknown issue,89.78,2.14
1713,ORD-40365,2025-11-16,Plant A,MC-039,3D Printer,5.4,Evening,OP0005,M. Naidu,Metal Bracket,Unknown,Precision Components Co,250,399,342,0,B,Yes,22.4,49.5,80.2,53.3,1.92,78.56,41.63,0.0,6.64,42.3,29,OK,OK,85.71,0.0
1714,ORD-47598,2025-12-03,Plant C,MC-023,Laser Cutter,1.6,Night,OP0050,N. Fernandes,Packaging Unit,Cast Iron,Precision Components Co,300,510,460,13,Reject,Not Recorded,13.0,32.78,71.4,30.3,1.69,186.91,31.49,365.07,7.91,85.8,9,OK,OK,90.2,2.83
1715,ORD-10250,2026-07-09,Plant B,MC-028,3D Printer,10.4,Morning,OP0008,R. Sharma,Home Appliance Component,Copper,Global Alloys,150,433,376,5,C,Yes,561.3,59.32,72.3,46.9,2.99,64.8,44.14,130.15,7.6,68.6,53,Scheduled,Routine check,86.84,1.33
1716,ORD-29415,2026-05-11,Plant B,MC-036,CNC Lathe,10.5,Morning,OP0027,R. Sharma,Medical Device Part,Unknown,Precision Components Co,250,497,487,7,A,Yes,42.3,54.07,63.5,54.8,2.22,146.08,43.43,154.0,8.37,47.1,5,Due,No Remarks,97.99,1.44
1717,ORD-35805,2026-03-15,Plant A,MC-027,Welding Robot,7.0,Night,OP0098,R. Sharma,Aerospace Component,Steel,MetalWorks Pvt Ltd,100,462,475,5,B,Yes,1.1,45.26,75.1,46.6,2.16,137.3,5.26,26.17,8.6,67.0,33,Not Scheduled,Line stopped briefly,102.81,1.05
