Record_ID,Order_ID,Production_Date,Plant_Location,Machine_ID,Machine_Type,Machine_Age_Years,Shift,Operator_ID,Supervisor_Name,Product_Line,Raw_Material,Supplier_Name,Batch_Size,Planned_Quantity,Actual_Quantity_Produced,Defect_Count,Quality_Grade,Inspection_Passed,Downtime_Minutes,Cycle_Time_Sec,Temperature_C,Humidity_Pct,Vibration_mm_s,Energy_Consumption_kWh,Unit_Cost_USD,Scrap_Cost_USD,Labor_Hours,OEE_Percent,Last_Maintenance_Days_Ago,Maintenance_Status,Remarks
1433,ORD-25560,11-Oct-2025,Plant C,MC-032,Assembly Line,11.1,  morning  ,OP0110,S. Kumar,Industrial Fastener,,Steelcorp Ltd.,50.0,567.0,514.0,3.0,,No,8.3,52.19,60.7,40.1,0.51,87.27,33.29,75.22,8.08,80.3,33.0,,  Late shift start 
1434,ORD-11990,2026-02-12,plant b,MC-002,Assembly Line,10.4,  morning  ,OP0119,R. Sharma,Packaging Unit,,  Steelcorp Ltd.  ,150.0,500.0,441.0,7.0,A+,Y,20.8,46.48,61.2,68.3,1.48,118.94,11.61,47.24,7.92,43.7,3.0,DUE,Routine check
1435,ord3563,2026-09-06,,MC-005,Press Brake,9.3,Night,OP0024,A. Iyer,Metal Bracket,ALUMINUM,MetalWorks Pvt Ltd,250.0,290.0,286.0,6.0,,Y,50.4,48.64,69.4,25.4,0.43,106.05,39.77,120.64,8.88,90.1,18.0,N/A,Power fluctuation
1436,ord1066,2026/03/18 14:20,Plant C,MC-015,Press Brake,11.7,Night,OP0087,K. Verma,Medical Device Part,,Poly Materials Inc,200.0,507.0,456.0,8.0,Reject,Y,10.9,54.0,67.0,58.7,4.21,126.86,44.25,247.08,8.26,94.9,43.0,N/A,OK
1437,ORD-47576,2025-10-31,plant b,MC-005,CNC Lathe,9.7,Evening,OP0020,R. Sharma,Industrial Fastener,,MetalWorks Pvt Ltd,50.0,326.0,274.0,8.0,,Yes,20.5,23.87,54.3,60.2,1.38,209.54,26.36,161.56,6.97,72.5,33.0,Scheduled,  Late shift start 
1438,ORD-85354,2025-12-26,Plant A,MC-001,Injection Molder,13.7,Evening,OP0051,M. Naidu,Packaging Unit,,MetalWorks Pvt Ltd,50.0,387.0,339.0,8.0,  A  ,,44.3,40.62,62.6,31.7,5.23,127.75,4.64,33.7,13.89,42.0,42.0,Due,Power fluctuation
1439,ORD-71824,2026-07-09,Plant A,MC-018,3D Printer,7.9,Morning,OP0103,unknown,Medical Device Part,ALUMINUM,SteelCorp Ltd,250.0,301.0,308.0,7.0,Reject,,12.6,54.39,75.6,51.7,2.41,167.94,14.03,64.76,7.24,68.8,39.0,,  Late shift start 
1440,ORD-51304,03-08-2026,Plant E,MC-039,CNC Mill,5.6,Morning,OP0060,unknown,Electronics Housing,Aluminum,Precision Components Co,,455.0,377.0,9.0,A,Y,23.2,-0.09,72.5,27.5,0.33,50.41,16.75,88.05,7.45,40.1,30.0,Overdue,N/A
1441,ORD-98691,2026-05-02,Plant C,MC-020,Conveyor Unit,4.6,Night,OP0075,K. Verma,Industrial Fastener,Steel,Steelcorp Ltd.,200.0,439.0,372.0,10.0,Grade A,Y,2.7,61.8,67.0,52.2,1.34,149.65,35.92,315.98,8.04,86.2,48.0,Scheduled,  Late shift start 
1442,ORD-20524,2026-05-01,Plant C,MC-039,Conveyor Unit,0.4,NIGHT,OP0068,"D'Souza, L.",Industrial Fastener,Copper,  SteelCorp Ltd  ,150.0,648.0,637.0,15.0,,yes,16.1,33.72,70.0,46.0,3.16,125.62,29.32,311.88,8.55,94.2,41.0,Overdue,Power fluctuation
1443,ORD-51580,02-Mar-2026,Plant C,MC-002,Welding Robot,4.4,2nd Shift,OP0085,  unknown  ,Medical Device Part,Cast Iron,Global Alloys,150.0,584.0,505.0,16.0,,NO,34.3,43.1,59.6,45.8,0.42,100.43,22.98,246.41,12.34,45.1,1.0,OK,Material shortage
1444,ORD-70441,15-Sep-2026,Plant C,MC-009,Press Brake,14.2,Day,OP0050,M. Naidu,Packaging Unit,ALUMINUM,SteelCorp Ltd,150.0,319.0,303.0,7.0,C,,17.1,50.18,68.9,61.2,2.87,74.57,22.34,94.8,7.5,73.0,27.0,Scheduled,
1445,ORD-85084,2026-01-04,Plant C,MC-020,Conveyor Unit,4.4,  Day  ,OP0066,M. Naidu,Home Appliance Component,Copper,Precision Components Co,250.0,430.0,404.0,4.0,grade b,,23.7,54.31,73.3,52.0,2.28,173.65,14.81,49.47,8.75,50.7,17.0,Overdue,Routine check
1446,ORD-12239,11-Dec-2025,,MC-037,Assembly Line,2.0,Morning,OP0003,,Consumer Plastics,steel,MetalWorks Pvt Ltd,,557.0,532.0,11.0,Reject,Yes,50.7,43.48,65.6,33.3,0.89,84.14,27.53,252.4,7.2,54.7,6.0,N/A,OK
1447,ORD-64263,08-17-2026,  Plant B  ,MC-025,Conveyor Unit,14.6,Morning,OP0068,unknown,Metal Bracket,,SteelCorp Ltd,250.0,514.0,482.0,13.0,A+,No,46.4,66.55,56.6,33.0,1.91,44.01,23.99,298.47,8.65,70.5,44.0,OK,Routine check
1448,ORD-32572,2026-08-09,Plant B,MC-017,Welding Robot,10.3,,OP0089,K. Verma,Packaging Unit,steel,SteelCorp Ltd,,577.0,540.0,5.0,A,Yes,25.4,32.89,78.6,40.6,3.3,68.88,24.78,90.66,6.57,52.9,61.0,DUE,Power fluctuation
1449,ORD-84675,2026-07-12,plant b,MC-023,CNC Lathe,3.7,Night,OP0085,  M. Naidu  ,Metal Bracket,  Polycarbonate  ,Poly Materials Inc,250.0,646.0,580.0,9.0,,Yes,47.3,35.69,69.1,35.6,1.69,118.38,29.34,256.9,7.5,54.1,14.0,Overdue,  Late shift start 
1450,ORD-51591,2026-05-05,Plant A,MC-007,Stamping Press,6.2,Evening,OP0046,,Industrial Fastener,Steel,SteelCorp Ltd,300.0,495.0,397.0,8.0,grade b,,26.8,34.4,81.2,51.5,1.44,54.92,26.5,133.59,5.97,54.6,6.0,N/A,Power fluctuation
1451,ORD-91965,2026/06/28 15:56,plant b,MC-013,Conveyor Unit,11.2,  Morning  ,OP0056,M. Naidu,Consumer Plastics,Copper,global alloys,250.0,670.0,518.0,13.0,A,Yes,18.5,34.37,60.3,36.3,1.47,128.49,13.25,110.42,9.25,76.5,3.0,Overdue,
1452,ORD-20375,2026-05-23,Plant E,MC-012,Stamping Press,5.1,Night,OP0119,R. Sharma,Packaging Unit,ALUMINUM,MetalWorks Pvt Ltd,300.0,581.0,589.0,12.0,,Yes,40.7,31.79,65.9,50.1,4.07,79.45,5.29,41.53,7.49,83.8,14.0,OK,customer complaint logged
1453,ORD-18665,2025-12-15,Plant B,MC-024,CNC Lathe,14.1,Evening,OP0012,N. Fernandes,Aerospace Component,ALUMINUM,,250.0,701.0,544.0,10.0,,Yes,36.5,45.96,78.3,40.4,0.67,169.72,32.28,257.91,6.17,84.4,7.0,DUE,
1454,ORD-57214,21/10/2025,  Plant B  ,MC-014,Laser Cutter,13.0,Morning,OP0107,,Electronics Housing,ABS Plastic,,,434.0,394.0,6.0,B,Yes,44.7,57.16,53.8,56.1,2.95,66.22,11.11,48.8,8.51,74.1,43.0,Due,
1455,ORD-73417,12-Apr-2026,Plant B,MC-034,Press Brake,2.2,Night,OP0060,  K. Verma  ,Industrial Fastener,,SteelCorp Ltd,100.0,437.0,387.0,4.0,C,,11.9,53.74,81.8,20.3,1.67,145.62,7.17,21.0,7.89,64.6,71.0,,
1456,ORD-87789,2025-11-26,Plant E,MC-011,Press Brake,3.4,Night,,S. Kumar,Electronics Housing,steel,Poly Materials Inc,200.0,437.0,424.0,11.0,A,No,20.8,37.51,61.6,48.2,3.61,151.55,13.08,86.06,7.42,105.0,24.0,Due,Power fluctuation
1457,ORD-88941,25/12/2025,Plant B,MC-006,Welding Robot,7.4,Morning,OP0105,A. Iyer,Consumer Plastics,,global alloys,300.0,379.0,349.0,4.0,A,NO,23.2,61.33,68.4,47.5,3.64,65.94,37.82,95.35,8.17,81.1,28.0,Scheduled,unknown issue
1458,ORD-41287,02-05-2026,Plant E,MC-037,3D Printer,5.1,Evening,OP0050,A. Iyer,Automotive Parts,Steel,Global Alloys,200.0,415.0,346.0,6.0,C,No,17.1,28.42,65.3,46.4,1.79,67.75,9.32,37.2,10.77,91.9,32.0,Scheduled,
1459,ORD-92406,2026-02-27,Plant-D,MC-010,Assembly Line,3.4,Evening,OP0110,S. Kumar,Consumer Plastics,Copper,Poly Materials Inc,150.0,370.0,365.0,5.0,B,Yes,19.0,41.62,71.0,33.3,1.48,51.34,42.64,113.41,9.56,73.3,36.0,ok,
1460,ORD-35487,24-Dec-2025,Plant E,MC-037,Conveyor Unit,12.6,Night,OP0085,  P. Rao  ,Packaging Unit,Aluminum,,100.0,530.0,518.0,9.0,grade b,yes,19.6,29.23,69.2,51.0,2.77,157.29,9.71,48.19,8.11,68.1,29.0,Overdue,  Late shift start 
1461,ORD-28307,2026-01-27,Plant-D,MC-007,3D Printer,13.4,Day,OP0052,"D'Souza, L.",Metal Bracket,ALUMINUM,,250.0,819.0,713.0,15.0,Reject,Y,55.3,54.76,82.5,42.3,1.31,124.04,6.24,52.68,7.37,81.8,10.0,,N/A
1462,ORD-14115,10/03/2026,Plant B,MC-040,Welding Robot,1.5,Morning,OP0109,K. Verma,Electronics Housing,Copper,global alloys,100.0,675.0,592.0,9.0,,yes,65.6,48.22,64.3,41.4,1.44,103.94,19.01,94.65,10.16,95.1,29.0,Scheduled,unknown issue
1463,ORD-45446,15/07/2026,Plant A,MC-018,Press Brake,13.8,Morning,OP0002,unknown,Industrial Fastener,,,,339.0,309.0,10.0,grade b,,32.1,19.16,72.0,37.3,4.25,141.81,19.26,124.4,9.82,40.1,55.0,DUE,  Late shift start 
1464,ORD-68726,2025-10-28,Plant E,MC-017,Conveyor Unit,13.6,Night,,  N. Fernandes  ,Electronics Housing,  Steel  ,Poly Materials Inc,150.0,382.0,370.0,6.0,grade b,No,57.0,36.45,67.3,32.1,1.16,81.94,34.79,199.25,8.42,42.8,24.0,Due,OK
1465,ORD-51575,2026-05-25,Plant A,MC-014,CNC Lathe,11.8,NIGHT,OP0029,A. Iyer,Aerospace Component,  Cast Iron  ,Steelcorp Ltd.,150.0,523.0,481.0,8.0,C,Yes,34.1,55.56,66.0,54.1,6.18,88.54,7.77,31.46,8.56,94.4,8.0,OK,unknown issue
1466,ORD-82704,12/08/2026,Plant C,MC-011,CNC Mill,7.9,Day,OP0118,R. Sharma,Automotive Parts,Copper,MetalWorks Pvt Ltd,50.0,440.0,405.0,8.0,,No,40.7,51.02,70.2,45.9,2.62,127.06,7.89,37.37,6.46,74.4,31.0,ok,Line stopped briefly
1467,ORD-70810,2026/02/23 22:35,PLANT A,MC-007,CNC Mill,5.2,Morning,OP0053,A. Iyer,Automotive Parts,,,200.0,582.0,520.0,10.0,B,,11.4,43.02,68.3,45.9,1.54,164.55,25.95,201.32,5.62,76.6,27.0,,Line stopped briefly
1468,ORD-27009,01/03/2026,PLANT A,MC-030,CNC Lathe,6.1,Night,OP0080,K. Verma,Home Appliance Component,steel,MetalWorks Pvt Ltd,100.0,428.0,394.0,3.0,B,Y,10.4,45.37,61.9,57.1,2.23,102.37,14.2,28.16,8.66,81.1,31.0,N/A,
1469,ORD-81858,2026-05-05,Plant E,MC-001,3D Printer,7.0,Evening,OP0091,N. Fernandes,Electronics Housing,Steel,Global Alloys,100.0,640.0,600.0,10.0,,N,15.4,49.04,64.6,39.2,1.33,119.18,17.59,133.93,7.38,104.6,65.0,Scheduled,Routine check
1470,ORD-73069,15-Apr-2026,plant b,MC-040,CNC Lathe,13.7,Day,OP0077,,Metal Bracket,Steel,global alloys,300.0,318.0,285.0,13.0,B,,426.2,41.11,83.5,62.8,2.69,112.18,32.36,314.75,4.99,78.5,0.0,DUE,N/A
1471,ORD-66531,2026/07/02 12:03,Plant A,MC-008,Welding Robot,8.3,,OP0077,M. Naidu,Consumer Plastics,steel,global alloys,50.0,256.0,241.0,3.0,A+,Y,27.6,-55.39,57.2,41.0,1.48,97.13,14.4,33.23,9.9,95.4,53.0,Due,unknown issue
1472,ORD-80639,18-Dec-2025,Plant-D,MC-035,Press Brake,12.5,morning,OP0037,M. Naidu,Metal Bracket,Copper,global alloys,250.0,702.0,596.0,18.0,A,Yes,18.6,56.42,62.7,44.9,1.68,74.06,39.63,432.37,7.1,57.9,93.0,DUE,Power fluctuation
1473,ORD-11695,29/05/2026,Plant E,MC-022,Laser Cutter,11.4,Evening,OP0076,S. Kumar,Aerospace Component,Steel,Poly Materials Inc,100.0,457.0,447.0,6.0,Grade A,,15.2,61.09,69.7,41.0,1.56,179.57,42.18,171.78,6.02,59.8,27.0,OK,Routine check
1474,ORD-85584,12-Jan-2026,PLANT A,MC-023,Injection Molder,4.1,Morning,OP0085,"D'Souza, L.",Electronics Housing,,SteelCorp Ltd,100.0,359.0,366.0,7.0,A,yes,39.8,57.46,58.2,29.6,1.96,92.02,42.26,174.96,7.3,50.8,54.0,,customer complaint logged
1475,ORD-83441,02/01/2026,Plant-D,MC-026,3D Printer,11.8,Morning,OP0048,M. Naidu,Automotive Parts,Copper,global alloys,50.0,518.0,527.0,8.0,A,No,47.6,64.59,60.5,75.6,2.64,152.32,34.47,228.74,11.14,110.4,28.0,OK,
1476,ORD-96517,2026/02/04 19:24,Plant C,MC-005,Assembly Line,14.5,Morning,OP0091,,Metal Bracket,Cast Iron,Global Alloys,,580.0,477.0,9.0,Reject,Yes,52.9,42.84,54.6,37.7,1.28,194.91,32.26,231.26,5.92,87.9,40.0,,Power fluctuation
1477,ORD-67008,2026-05-14,Plant-D,MC-012,Laser Cutter,11.0,Evening,OP0011,M. Naidu,Medical Device Part,ALUMINUM,Steelcorp Ltd.,150.0,855.0,788.0,18.0,C,Yes,13.2,51.77,63.5,47.5,3.52,116.12,17.2,261.58,10.36,61.5,17.0,DUE,N/A
1478,ORD-18400,05/10/2025,Plant A,MC-004,Injection Molder,0.3,Night,OP0039,unknown,Automotive Parts,Copper,global alloys,100.0,522.0,540.0,13.0,grade b,No,0.4,56.24,75.2,47.0,3.36,100.96,42.03,284.92,9.0,46.8,48.0,N/A,  Late shift start 
1479,ORD-64264,2026-07-03,Plant-D,MC-004,Injection Molder,5.1,Night,OP0029,P. Rao,Home Appliance Component,Aluminum,global alloys,250.0,450.0,456.0,7.0,B,N,28.3,19.44,73.6,24.1,2.63,102.48,40.28,191.19,9.02,117.9,70.0,OK,
1480,ORD-89689,20-Jul-2026,,MC-016,Laser Cutter,9.1,NIGHT,OP0045,N. Fernandes,Medical Device Part,Steel,Precision Components Co,250.0,633.0,609.0,16.0,A+,NO,31.7,47.52,69.9,51.5,1.23,95.02,11.32,134.96,8.92,84.3,12.0,Overdue,  Late shift start 
1481,ORD-46178,04-Jan-2026,Plant A,MC-008,3D Printer,11.3,morning,OP0106,N. Fernandes,Medical Device Part,ABS Plastic,,50.0,700.0,678.0,13.0,B,NO,16.4,33.84,41.3,61.2,3.04,138.23,5.91,59.57,6.49,80.3,38.0,N/A,
1482,ORD-67630,22-Nov-2025,Plant B,MC-038,3D Printer,10.4,Day,OP0095,,Consumer Plastics,Copper,,200.0,452.0,351.0,10.0,C,,36.1,40.89,72.8,50.5,2.38,112.88,20.32,190.46,8.12,51.3,62.0,OK,
1483,ORD-84199,14/12/2025,Plant B,MC-039,Assembly Line,12.6,,OP0087,S. Kumar,Medical Device Part,Copper,SteelCorp Ltd,150.0,291.0,275.0,2.0,A,No,38.9,72.9,67.8,51.1,2.21,95.02,10.63,15.69,7.58,75.7,45.0,N/A,N/A
1484,ORD-77515,16/01/2026,Plant C,MC-002,Laser Cutter,9.7,Day,OP0029,R. Sharma,Automotive Parts,Cast Iron,Precision Components Co,300.0,296.0,244.0,9.0,Reject,yes,27.8,25.69,67.7,49.6,1.33,68.2,44.73,253.66,8.06,83.7,6.0,Due,customer complaint logged
1485,ORD-18398,22-Nov-2025,Plant B,MC-001,Assembly Line,2.7,1st Shift,OP0067,,Metal Bracket,ALUMINUM,SteelCorp Ltd,250.0,323.0,289.0,8.0,Reject,Yes,5.1,42.4,68.2,39.3,2.42,116.97,12.0,61.89,9.54,96.2,13.0,N/A,
1486,ORD-31406,07-23-2026,Plant-D,MC-034,Assembly Line,9.7,Night,OP0006,N. Fernandes,Electronics Housing,Copper,SteelCorp Ltd,200.0,305.0,274.0,2.0,C,yes,3.8,30.42,48.1,42.2,2.28,118.16,39.69,68.63,7.43,57.5,28.0,DUE,  Late shift start 
1487,ORD-59090,08-08-2026,Plant-D,MC-027,Injection Molder,13.3,1st Shift,OP0072,K. Verma,Automotive Parts,steel,Steelcorp Ltd.,200.0,461.0,415.0,7.0,,N,12.6,65.76,47.8,47.3,4.59,107.64,7.0,38.98,8.93,46.5,20.0,Due,
1488,ORD-95447,2026-08-22,Plant E,MC-031,Assembly Line,13.5,  NIGHT  ,OP0021,unknown,Metal Bracket,Polycarbonate,,50.0,593.0,605.0,12.0,,No,1.0,45.64,67.8,55.0,2.78,107.68,9.94,118.25,5.62,96.2,26.0,DUE,Line stopped briefly
1489,ORD-78321,2026-01-14,Plant C,MC-003,Laser Cutter,10.0,Day,OP0006,M. Naidu,Automotive Parts,Copper,,100.0,357.0,333.0,4.0,Grade A,Yes,5.9,47.22,55.9,33.3,3.66,97.01,6.68,23.68,7.35,78.3,18.0,OK,Material shortage
1490,ORD-39673,2026-01-06,Plant-D,MC-022,Welding Robot,8.2,Night,OP0111,M. Naidu,Aerospace Component,Cast Iron,  global alloys  ,150.0,341.0,312.0,6.0,B,,17.4,36.99,64.7,48.5,2.83,172.64,43.55,136.27,6.23,54.0,10.0,Scheduled,
1491,ORD-36647,28/11/2025,Plant A,MC-038,CNC Mill,5.7,2nd Shift,OP0013,R. Sharma,Automotive Parts,ALUMINUM,Steelcorp Ltd.,100.0,355.0,-292.0,1.0,C,Yes,26.2,40.12,66.5,40.7,4.08,164.16,36.97,23.32,6.66,48.0,46.0,N/A,Power fluctuation
1492,ORD-50699,27/10/2025,Plant A,MC-013,Injection Molder,2.1,,OP0054,A. Iyer,Metal Bracket,Steel,Poly Materials Inc,150.0,552.0,540.0,8.0,C,Yes,21.5,49.48,59.0,49.3,0.51,120.48,16.22,77.43,7.58,49.8,10.0,Scheduled,Material shortage
1493,ord2991,23/11/2025,Plant B,MC-004,Assembly Line,14.7,Night,OP0075,N. Fernandes,Packaging Unit,steel,MetalWorks Pvt Ltd,50.0,593.0,591.0,12.0,B,Yes,16.3,55.73,58.6,30.7,1.5,130.08,4.55,50.13,8.69,69.3,47.0,Scheduled,customer complaint logged
1494,ORD-71961,2026-08-23,Plant E,MC-040,Laser Cutter,3.6,  Evening  ,OP0023,M. Naidu,Electronics Housing,steel,Precision Components Co,,643.0,655.0,15.0,Reject,No,49.6,47.57,56.4,49.5,1.76,84.38,25.06,283.97,7.58,68.0,40.0,Due,  Late shift start 
1495,ORD-62515,18-Oct-2025,plant b,MC-032,Laser Cutter,9.0,2nd Shift,OP0113,A. Iyer,Metal Bracket,Polycarbonate,Poly Materials Inc,100.0,333.0,337.0,7.0,B,No,9.8,56.05,61.1,40.5,1.68,123.81,5.77,33.15,4.65,78.9,14.0,Scheduled,unknown issue
1496,ORD-52245,2026-04-14,,MC-035,Injection Molder,7.2,2nd Shift,OP0053,unknown,Automotive Parts,Steel,Steelcorp Ltd.,200.0,450.0,,4.0,Reject,,40.3,55.45,55.1,48.6,2.39,231.38,10.27,34.35,7.85,45.6,5.0,,unknown issue
1497,ORD-30270,23/08/2026,Plant E,MC-018,Stamping Press,9.2,  NIGHT  ,OP0010,S. Kumar,Aerospace Component,Copper,Precision Components Co,200.0,438.0,429.0,10.0,Grade A,No,27.2,49.85,76.5,48.8,0.78,141.94,19.88,177.23,7.15,48.8,36.0,DUE,Power fluctuation
1498,ORD-84596,2025-11-22,Plant A,MC-037,Press Brake,2.4,1st Shift,OP0039,K. Verma,Home Appliance Component,Polycarbonate,Precision Components Co,50.0,416.0,396.0,11.0,A+,No,34.9,26.53,79.1,37.4,0.52,144.33,9.68,65.52,11.18,58.9,9.0,,  Late shift start 
1499,ORD-13988,2025/10/29 06:28,  Plant E  ,MC-018,Injection Molder,12.6,Day,OP0096,P. Rao,Industrial Fastener,Cast Iron,SteelCorp Ltd,,671.0,542.0,5.0,B,,12.3,61.93,69.5,55.4,4.97,65.23,27.66,86.01,7.45,82.1,41.0,Due,unknown issue
1500,ORD-41517,04-21-2026,Plant C,MC-018,Laser Cutter,4.9,Morning,OP0102,N. Fernandes,Home Appliance Component,Cast Iron,,250.0,491.0,371.0,9.0,Grade A,Yes,22.5,57.4,78.4,42.1,2.83,176.28,14.69,72.44,6.02,59.7,21.0,OK,
1501,ORD-63880,11-30-2025,Plant C,MC-010,Welding Robot,3.7,Morning,OP0032,P. Rao,Home Appliance Component,Cast Iron,,50.0,537.0,530.0,6.0,B,,23.6,48.43,51.6,58.7,0.38,156.3,23.06,93.02,7.91,95.5,7.0,DUE,Material shortage
1502,ORD-31860,12/09/2026,Plant E,MC-008,CNC Mill,3.0,1st Shift,OP0085,S. Kumar,Automotive Parts,steel,global alloys,50.0,625.0,639.0,12.0,,,23.3,51.17,73.1,44.3,3.56,108.31,34.31,261.82,7.79,93.0,8.0,DUE,customer complaint logged
1503,ORD-70051,2026-07-27,Plant B,MC-009,Laser Cutter,12.5,morning,OP0045,"D'Souza, L.",Home Appliance Component,Polycarbonate,SteelCorp Ltd,300.0,595.0,560.0,11.0,C,Y,2.1,46.77,68.4,21.6,0.16,86.65,41.64,367.26,8.09,63.7,55.0,DUE,OK
1504,ORD-25695,14-Mar-2026,Plant-D,MC-024,Welding Robot,3.0,Night,OP0003,K. Verma,Industrial Fastener,ALUMINUM,Poly Materials Inc,100.0,524.0,532.0,12.0,A,,21.5,62.43,68.9,43.6,2.98,139.33,24.09,153.28,6.44,47.8,6.0,Overdue,
1505,ORD-36706,25-Mar-2026,Plant B,MC-004,Laser Cutter,3.0,Night,OP0029,A. Iyer,Electronics Housing,Steel,SteelCorp Ltd,50.0,276.0,239.0,10.0,A+,No,4.8,52.98,73.8,52.1,1.96,166.06,40.17,357.33,7.35,77.7,36.0,DUE,Power fluctuation
1506,ORD-78860,2026-06-13,,MC-030,3D Printer,12.2,Morning,OP0037,,Home Appliance Component,Copper,SteelCorp Ltd,100.0,453.0,419.0,5.0,Grade A,Yes,9.5,52.14,84.9,31.0,1.94,157.24,23.79,85.58,10.08,80.6,19.0,Due,Line stopped briefly
1507,ORD-29901,01/01/2026,Plant-D,MC-005,Assembly Line,5.2,morning,OP0071,K. Verma,Automotive Parts,Copper,Steelcorp Ltd.,50.0,509.0,493.0,6.0,Grade A,Yes,11.3,26.77,68.3,36.4,1.48,115.63,44.46,163.32,5.85,85.9,35.0,Due,unknown issue
1508,ORD-99703,2026-05-16,Plant E,MC-025,Press Brake,8.8,Night,OP0110,"D'Souza, L.",Automotive Parts,Copper,Poly Materials Inc,250.0,509.0,459.0,11.0,A+,No,30.7,43.47,70.6,44.5,2.23,112.98,8.01,44.38,8.0,92.0,42.0,Due,N/A
1509,ORD-40320,03-02-2026,Plant A,MC-007,Assembly Line,8.0,Night,OP0069,M. Naidu,Electronics Housing,ALUMINUM,MetalWorks Pvt Ltd,50.0,421.0,376.0,7.0,grade b,Yes,35.2,38.41,81.6,48.2,0.54,155.6,29.66,197.49,6.8,52.3,32.0,,
1510,ORD-51483,2026-08-30,Plant A,MC-040,3D Printer,9.9,Morning,OP0085,M. Naidu,Medical Device Part,ABS Plastic,Precision Components Co,200.0,694.0,602.0,13.0,,N,21.3,21.36,48.2,42.4,2.42,80.62,42.73,321.03,6.14,54.3,18.0,OK,Routine check
1511,ORD-45083,04-07-2026,Plant A,MC-032,Welding Robot,4.6,Evening,OP0047,P. Rao,Aerospace Component,steel,Global Alloys,250.0,416.0,355.0,15.0,Grade A,,11.4,66.88,68.7,73.1,2.56,112.52,40.75,557.07,7.61,56.6,9.0,DUE,Routine check
1512,ORD-75989,05/07/2026,Plant-D,MC-028,Laser Cutter,4.7,1st Shift,OP0113,N. Fernandes,Industrial Fastener,,Poly Materials Inc,,386.0,341.0,9.0,A+,Yes,68.0,41.72,84.5,36.7,0.47,99.73,30.91,179.41,7.9,89.0,21.0,Scheduled,
1513,ORD-83273,09-04-2026,,MC-002,Laser Cutter,12.1,  Evening  ,OP0095,R. Sharma,Packaging Unit,steel,MetalWorks Pvt Ltd,,309.0,306.0,9.0,Grade A,Yes,35.4,44.11,77.8,56.1,1.55,143.68,16.76,89.08,6.35,96.8,16.0,,  Late shift start 
1514,ORD-98907,2026/05/04 12:03,Plant E,MC-011,Press Brake,2.1,,OP0063,unknown,Consumer Plastics,ABS Plastic,,,629.0,521.0,12.0,Reject,yes,19.4,42.85,66.6,47.6,1.13,87.56,8.2,50.24,8.31,77.4,14.0,N/A,unknown issue
1515,ORD-44504,2026-05-02,Plant-D,MC-001,Laser Cutter,9.2,Evening,OP0009,N. Fernandes,Industrial Fastener,Copper,global alloys,250.0,581.0,549.0,7.0,A+,No,13.4,47.77,71.4,42.6,1.18,102.66,25.23,162.12,7.85,80.2,47.0,,unknown issue
1516,ORD-89683,22-Jul-2026,Plant C,MC-015,Press Brake,11.7,2nd Shift,OP0022,P. Rao,Electronics Housing,steel,Steelcorp Ltd.,,547.0,492.0,6.0,C,Yes,29.0,39.39,74.9,49.7,1.34,159.46,7.09,24.93,6.22,94.2,8.0,Scheduled,Routine check
1517,ORD-67605,30/10/2025,Plant-D,MC-010,Assembly Line,14.3,NIGHT,OP0106,M. Naidu,Home Appliance Component,Aluminum,MetalWorks Pvt Ltd,,472.0,520.0,7.0,A+,N,28.1,44.14,55.9,26.8,0.85,183.73,29.9,193.89,9.46,43.4,30.0,OK,N/A
1518,ORD-29432,2026-08-17,Plant A,MC-009,Press Brake,1.0,Day,OP0110,"D'Souza, L.",Automotive Parts,Cast Iron,SteelCorp Ltd,50.0,816.0,793.0,16.0,Grade A,yes,0.3,55.13,66.4,32.2,0.46,173.53,18.79,232.6,8.31,52.5,51.0,ok,Routine check
1519,ORD-61374,2026-06-07,Plant-D,MC-025,Welding Robot,7.8,Morning,OP0006,M. Naidu,Consumer Plastics,Polycarbonate,global alloys,100.0,560.0,418.0,8.0,Reject,,6.6,38.64,63.1,43.3,4.31,114.71,32.63,241.79,6.87,43.4,27.0,Overdue,
1520,ORD-57279,2026-01-07,Plant C,MC-036,Assembly Line,14.7,1st Shift,OP0027,K. Verma,Medical Device Part,,Poly Materials Inc,150.0,370.0,331.0,8.0,A,NO,17.8,32.89,49.8,48.8,1.07,158.32,32.05,203.31,8.61,68.9,101.0,Scheduled,Power fluctuation
1521,ORD-14808,05/12/2025,Plant B,MC-014,Stamping Press,7.6,,OP0102,P. Rao,Home Appliance Component,ABS Plastic,,200.0,566.0,518.0,6.0,A+,,50.7,54.36,68.3,38.3,1.07,124.29,34.81,142.04,8.13,73.4,25.0,DUE,OK
1522,ORD-66351,09-04-2026,Plant E,MC-029,Welding Robot,10.9,2nd Shift,OP0002,K. Verma,Packaging Unit,,global alloys,250.0,364.0,300.0,8.0,Reject,Y,42.9,52.47,65.3,42.4,1.69,128.11,37.04,189.39,7.73,73.6,12.0,Scheduled,customer complaint logged
1523,ORD-21804,2025-12-31,Plant-D,MC-009,Laser Cutter,7.9,NIGHT,OP0088,R. Sharma,Metal Bracket,Copper,Global Alloys,50.0,420.0,383.0,10.0,Grade A,Yes,8.9,37.42,70.2,43.8,2.94,159.93,23.49,200.71,7.6,90.7,9.0,ok,Material shortage
